food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,small_pet_type,brand,material,old_cost,no_reviews,supplement_form,reptile_type,bed_type,made_in,product_description,bird_type,breed_size,page,percent_rec
,3.7,,,$5.99,,Small,Dog Toys,,"11.75
________________________x_3.25
____________________________x_2.75inches",,,KONG,91307,,,,None,None,,,,,KONG Fuzzy Wubba Friends Dog Toy,,small,24,67
,3.1,,,$7.29,,Large,Dog Toys,,,,noisemaking,KONG,90641,,,,$12.99,None,,,,,KONG Bendeez Turtle Dog Toy,,,24,67
,3.5,,all_stages,$6.70,,None,Dog Toys,,"18
________________________x_3
____________________________x_1inches",,stuffing-free,Ethical Pet,90268,,spot,,$9.41,12,,,,,"Ethical Pet Skinneez Squeak-Off Forrest Dog Toy, 18-inch (Colors Vary)",,"all_breeds,_extra_small,_small,_medium,_large,_giant",24,58
,2.7,2.08ounces,,$5.99,,None,Dog Toys,,,,"floatable,_noisemaking",Ruff Dawg,84959,,,,$13.16,13,,,,united_states,Ruff Dawg SqueakyBall for Dogs,,,24,38
,4.1,1.0pounds,,$5.39,,None,Dog Toys,,"1
________________________x_9.5
____________________________x_9.5inches",,,Fat Cat,84005,,petmate,,$8.99,14,,,,,Fat Cat Classic Rings Dog Toy,,,24,77
,4.3,,,$6.85,,None,Dog Toys,,"3
________________________x_4
____________________________x_4inches",,,Hartz,82678,,,,$15.81,None,,,,,Hartz Zoo Balloons Dog Toy,,"small,_medium",24,78
,3.5,,,$22.43,,None,Dog Toys,,"19
________________________x_5
____________________________x_15inches",,"floatable,_noisemaking",Tuffy's,72129,,,,$28.04,18,,,,,Tuffy's Sheep Sherman Dog Toy,,,24,56
,3.9,,,$12.28,,Large,Dog Toys,,,,"noisemaking,_stuffing-free",Busy Buddy,67379,,"premier,_petsafe",,$17.99,15,,,,,Busy Buddy Pogo Plush Bunny Dog Toy,,"large,_medium",24,80
,3.5,,,$16.95,,None,Dog Toys,,"2.3
________________________x_2.3
____________________________x_7.25inches",,,Planet Dog,75452,,,,$18.75,None,,,,united_states,Planet Dog Orbee-Tuff Carrot with Treat Spot Dog Toy,,,24,60
,4.2,,,$9.95,,Medium,Dog Toys,,,,,Busy Buddy,63205,,"petsafe,_premier",,$14.99,48,,,,,Busy Buddy Barnacle Dog Toy,,medium,24,82
,3.9,,,$4.49,,Medium,Dog Toys,,,,,KONG,62873,,,,$12.50,18,,,,united_states,KONG Classic Tails Dog Toy,,medium,24,72
,4.8,,,$15.95,,Medium,Dog Toys,,,,floatable,Planet Dog,53607,,,,None,22,,,,united_states,"Planet Dog Orbee-Tuff Orbee Ball, Pink/Blue",,"small,_medium,_large",24,100
,3,,"adult,_all_stages",$6.19,,Large,Dog Toys,,"11
________________________x_10
____________________________x_5inches",,noisemaking,Hear Doggy,102571,,,polyester,$12.99,None,,,,,Hear Doggy Silent Squeaker Blow Fish Dog Toy,,"all_breeds,_small,_medium,_large",24,33
,4.8,,,$8.73,,None,Dog Toys,,"15
________________________x_5
____________________________x_5inches",,noisemaking,Hyper Pet,80187,,,,$11.99,None,,,,,Hyper Pet Cozy Bellyz Dog Toy,,,24,100
,4.9,,,$5.16,,Medium,Dog Toys,,,,,Chuckit!,64746,,petmate,,$9.99,18,,,,,Chuckit! Ultra Toss Ball Dog Toy,,,24,100
,3.4,,,$6.39,,None,Dog Toys,,"14.3
________________________x_5
____________________________x_2.5inches",,noisemaking,Fat Cat,70569,,petmate,,$10.99,None,,,,,Fat Cat Incredible Strapping Yankers Snake Dog Toy,,,24,62
,4.8,,,$14.95,,Large,Dog Toys,,,,floatable,West Paw Design,58037,,,,$16.79,40,,,,united_states,"West Paw Design Zogoflex Jive Dog Toy, Granny Smith",,,24,97
,4.2,,,$15.95,,Medium,Dog Toys,,,,floatable,Planet Dog,53610,,,,None,49,,,,united_states,"Planet Dog Orbee-Tuff Orbee Ball, Blue/Green",,medium,24,83
,3.8,,,$12.90,,None,Dog Toys,,"19.5
________________________x_9.5
____________________________x_5inches",,noisemaking,GoDog,107696,,,polyester,$15.83,None,,,,,"GoDog Dragons Chew Guard Dog Toy, Purple, Large",,all_breeds,24,75
,4,,"adult,_all_stages",$9.59,,Large,Dog Toys,,"9
________________________x_6
____________________________x_6inches",,noisemaking,GoDog,102524,,,polyester,$14.99,11,,,,,"GoDog Dinos Chew Guard T-Rex Dog Toy, Green",,"medium,_large",24,73
,4.3,,"adult,_all_stages",$9.97,,Large,Dog Toys,,"14
________________________x_10
____________________________x_3.5inches",,noisemaking,GoDog,102521,,,polyester,$14.99,None,,,,,"GoDog Dinos Chew Guard Bruto Dog Toy, Green",,"medium,_large",24,89
,3.8,,"adult,_all_stages",$17.69,,Medium,Dog Toys,,,,,Big Sky Antler Chews,66058,,scott_pet_products,"cotton,_rope",$19.03,48,,,,united_states,Big Sky Antler Chews Natural Elk Antler Rope Dog Chew Toy,,medium,25,70
,3.5,,,$16.13,,None,Dog Toys,,"12
________________________x_7.5
____________________________x_7inches",,noisemaking,GoDog,107692,,,polyester,None,None,,,,,"GoDog Wildlife Chew Guard Rabbit Dog Toy, Large",,all_breeds,25,50
,2.7,,,$149.95,,None,Dog Toys,,"13.5
________________________x_13.5
____________________________x_12inches",,,PetSafe,105449,,,,None,None,,,,,PetSafe Automatic Ball Launcher Dog Toy,,,25,33
,2.9,,,$16.70,,Jr,Dog Toys,,,,"noisemaking,_floatable",Tuffy's,94085,,,,$20.87,12,,,,,Tuffy's Zoo Monkey Dog Toy,,,25,36
,3.3,,"all_stages,_adult",$6.08,,Sun,Dog Toys,,,,noisemaking,Zanies,92620,,tops_pet_products,fleece,$9.06,None,,,,,Zanies Smiling Dog Toy,,"all_breeds,_small,_medium,_large",25,67
,4,,,$8.83,,None,Dog Toys,,,,"noisemaking,_stuffing-free",Ethical Pet,71338,,spot,,None,18,,,,,Ethical Pet Skinneeez Forest Series Rabbit Stuffingless Dog Toy,,"small,_medium,_large",25,83
,3.9,,,$13.95,,None,Dog Toys,,,,,Planet Dog,62264,,,,None,19,,,,united_states,"Planet Dog Orbee-Tuff Sport Tennis Ball Dog Toy, 2.5-in",,"small,_medium",25,67
,5,,adult,$4.89,,None,Dog Toys,,"6.5
________________________x_5.4
____________________________x_1inches",,,Nylabone,110387,,advanced_oral_care,nylon,$6.99,None,,,,united_states,"Nylabone FlexiChew Flavor Frenzy Hot Dog & Vanilla Milkshake Flavored Bone Dog Toys, Petite",,small,25,100
,4.6,,,$17.95,,Large,Dog Toys,,"3.25
________________________x_3.25
____________________________x_4.9inches",,floatable,Planet Dog,75466,,,,$21.20,18,,,,united_states,"Planet Dog Orbee-Tuff Diamond Plate Double-Tuff Dog Toy, Violet",,large,25,94
,3.7,,puppy,$23.10,,Oscar,Dog Toys,,"13
________________________x_13
____________________________x_5inches",,"floatable,_noisemaking",Tuffy's,72148,,,,$28.88,18,,,,,Tuffy's Mega Creature Tiger Print Octopus Dog Toy,,"extra_small,_small",25,71
,4.4,,,$3.89,,None,Dog Toys,,,,,Petstages,62001,,,,$7.99,None,,,,,Petstages Mini Barbell Dog Chew Toy,,"extra_small,_small",25,90
,2.7,,,$5.62,,Large,Dog Toys,,"7.75
________________________x_6.5
____________________________x_1.75inches",,noisemaking,KONG,91268,,,,$13.99,None,,,,,KONG Air Squeaker Oval Dog Toy,,large,25,33
,2.6,,all_stages,$7.84,,None,Dog Toys,,"10.5
________________________x_9
____________________________x_1inches",,noisemaking,Ethical Pet,90266,,spot,,$17.23,51,,,,,"Ethical Pet Beyond Tough Crab Dog Toy, 10.5-inch (Colors Vary)",,"medium,_large,_giant",25,34
,4,,,$12.99,,Large,Dog Toys,,,,floatable,Chuckit!,90042,,petmate,,$18.99,None,,,,,Chuckit! Paraflight Max Glow,,large,25,100
,5,10.6ounces,,$9.85,,Large,Dog Toys,,"9
________________________x_4.3
____________________________x_4.5inches",,,KONG,83398,,,,$15.99,None,,,,,KONG Tennis Pals Lamb Dog Toy,,,25,100
,3.5,,"all_stages,_adult",$16.95,,None,Dog Toys,,"3
________________________x_3
____________________________x_3inches",,"floatable,_noisemaking",Planet Dog,114084,,,,None,None,,,,united_states,Planet Dog Orbee-Tuff Squeak Ball Dog Toy,,"all_breeds,_small,_medium,_large",25,50
,3.8,,,$10.18,,None,Dog Toys,,"9
________________________x_9
____________________________x_1inches",,"floatable,_stuffing-free",Tuffy's,90144,,,,$12.73,13,,,,,"Tuffy's No Stuff Ultimate Ring Dog Toy, Red Paws",,"all_breeds,_extra_small,_small,_medium,_large,_giant",25,69
,3.5,,,$6.59,,Large,Dog Toys,,"5.5
________________________x_1.25
____________________________x_8.75inches",,,JW Pet,81000,,petmate,,$8.45,17,,,,,JW Pet Big Mouth Single Ring Dog Toy,,,25,59
,5,,,$6.99,,None,Dog Toys,,,,floatable,Hyper Pet,80090,,realtree,nylon,$13.42,None,,,,,Hyper Pet RealTree Flippy Flopper Dog Toy,,,25,100
,3.7,,"all_stages,_adult",$8.59,,8-inch,Dog Toys,,,,floatable,Jolly Pets,74525,,,rubber,$12.79,25,,,,,"Jolly Pets Jolly Egg Dog Toy, Yellow",,medium,25,75
,3.6,,,$7.49,,None,Dog Toys,,,,noisemaking,Multipet,68110,,,,$10.49,None,,,,,Multipet Look Who's Talking Rabbit Plush Dog Toy,,"small,_medium,_large",25,71
,4.2,,,$8.38,,None,Dog Toys,,,,noisemaking,Multipet,68106,,,,$10.49,20,,,,,Multipet Look Who's Talking Goldfish Plush Dog Toy,,"small,_medium,_large",25,84
,4,,,$18.95,,Large,Dog Toys,,,,floatable,West Paw Design,58067,,,,$22.47,15,,,,united_states,"West Paw Design Zogoflex Tizzi Dog Toy, Tangerine",,,25,79
,4,,"all_stages,_adult",$9.99,,Large,Dog Toys,,,,"noisemaking,_floatable",Jolly Pets,53571,,,nylon,$17.76,25,,,,,Jolly Pets Tug-a-Mals Crab Dog Toy,,large,25,76
,5,,"all_stages,_adult",$10.11,,Puzzle Set,Dog Toys,,"7.5
________________________x_5.5
____________________________x_4.5inches",,noisemaking,ZippyPaws,104013,,,fleece,$11.66,None,,,,,"ZippyPaws Burrow Squeaky Hide and Seek Plush Dog Toy, Sheep Pen",,"all_breeds,_small,_medium,_large",25,100
,3.6,8.96ounces,,$17.95,,None,Dog Toys,,"6.5
________________________x_6.5
____________________________x_4inches",,floatable,West Paw Design,103197,,,,None,17,,,,united_states,West Paw Design Zogoflex Air Wox Large Dog Toy,,,25,71
,4.3,,"adult,_all_stages",$8.02,,Large,Dog Toys,,"10.5
________________________x_5.5
____________________________x_3inches",,noisemaking,Hear Doggy,102589,,,polyester,$12.99,None,,,,,Hear Doggy Silent Squeaker Whale Dog Toy,,large,25,86
,3,,"adult,_all_stages",$7.33,,Giraffe,Dog Toys,,"12.25
________________________x_4.25
____________________________x_3.25inches",,,KONG,91212,,,,$12.21,None,,,,,KONG Danglers Dog Toy,,"small,_medium,_large",25,67
,3.1,10.72ounces,,$8.47,,None,Dog Toys,,"10
________________________x_4.13
____________________________x_2inches",,,Mammoth,83157,,,,$11.99,None,,,,,"Mammoth SnakeBiter Spider Rope Dog Toy, Medium",,medium,25,62
,4.3,,,$8.05,,None,Dog Toys,,"7.5
________________________x_5
____________________________x_2.75inches",,noisemaking,KONG,77661,,,,$11.03,17,,,,,"KONG Cross Knots Frog Dog Toy, Small/Medium",,"small,_medium",26,88
,3.6,,,$12.18,,4-inch,Dog Toys,,,,noisemaking,Nerf Dog,82291,,,,$14.98,20,,,,,Nerf Dog Checker Squeak Ball Dog Toy,,,25,65
,4.2,,,$12.44,,None,Dog Toys,,,,,Chuckit!,80974,,petmate,,$24.99,12,,,,,Chuckit! Kick Cube Dog Toy,,,25,83
,4.1,,,$9.50,,None,Dog Toys,,"9.75
________________________x_4.5
____________________________x_4.5inches",,"floatable,_noisemaking",KONG,77551,,,,$17.15,18,,,,,"KONG Ballistic Football Dog Toy, Large",,,25,82
,3.7,,"all_stages,_adult",$7.29,,4.5-inch,Dog Toys,,,,floatable,Jolly Pets,74537,,,rubber,$15.44,22,,,,united_states,"Jolly Pets Tug-n-Toss Dog Toy, Blueberry",,small,25,82
,4,,,$15.46,,None,Dog Toys,,,,"noisemaking,_floatable",Tuffy's,94092,,,,$19.32,None,,,,,Tuffy's Ocean Creatures Killer Whale Dog Toy,,all_breeds,24,100
,2.8,,,$4.87,,None,Dog Toys,,,,noisemaking,Dogzilla,92227,,,,$9.99,13,,,,,Dogzilla Invaders Dog Toy,,all_breeds,24,50
,4,9.28ounces,,$5.02,,None,Dog Toys,,"9
________________________x_9
____________________________x_1.25inches",,floatable,Rogz,89032,,kong,,$16.99,None,,,,,"Rogz Flying Disc Dog Toy, Large",,,24,75
,4.7,,,$12.93,,Large,Dog Toys,,"10
________________________x_5
____________________________x_5inches",,,Hyper Pet,80206,,,,$15.49,None,,,,,Hyper Pet Hippo Bumpy Palz Dog Toy,,,26,100
,3.2,6.4ounces,all_stages,$12.99,,None,Dog Toys,,"9
________________________x_3.5
____________________________x_3inches",,floatable,Ruff Dawg,53877,,,,$20.74,None,,,,united_states,Ruff Dawg Gummy Bear Dog Toy,,,26,75
,3.1,,,$10.98,,None,Dog Toys,,"4.5
________________________x_10inches",,"floatable,_noisemaking",KONG,53478,,,,$13.19,14,,,,,"KONG Ballistic Bone Dog Toy, Large",,"large,_giant",26,54
,4,,,$7.22,,Medium,Dog Toys,,"3.75
________________________x_4
____________________________x_6.75inches",,,JW Pet,71066,,petmate,,$10.17,16,,,,,JW Pet Treat Puzzler Ball Dog Toy,,medium,26,75
,2.9,,,$5.99,,Medium,Dog Toys,,,,noisemaking,JW Pet,71018,,petmate,,$11.16,15,,,,,JW Pet Arachnoid Ball Dog Toy,,"medium,_large",26,69
,3.2,,,$3.99,,None,Dog Toys,,,,,Petstages,64650,,,,$5.99,16,,,,,Petstages Mini Bone Tug Dog Toy,,"extra_small,_small",26,62
,4.6,,,$10.45,,None,Dog Toys,,,,,Planet Dog,62277,,,,$14.49,None,,,,united_states,"Planet Dog Orbee-Tuff Sport Golf Ball Dog Toy, 2.5-in",,"extra_small,_small,_medium",26,100
,3,,"adult,_all_stages",$8.20,,None,Dog Toys,,"8
________________________x_5
____________________________x_3inches",,"stuffing-free,_noisemaking",Hear Doggy,102601,,,polyester,$12.99,None,,,,,Hear Doggy Silent Squeaker Chew Guard Flattie Pig Dog Toy,,"all_breeds,_small,_medium,_large",26,100
,5,4.16ounces,all_stages,$8.99,,None,Dog Toys,,"5.75
________________________x_3.25
____________________________x_1.25inches",,,Hugs Pet Products,112800,,,,None,None,,,,,Hugs Pet Products Arctic Freeze Dog Toy,,,26,100
,5,,"adult,_all_stages",$5.51,,None,Dog Toys,,"2.5
________________________x_2.5
____________________________x_2.5inches",,noisemaking,GoDog,102568,,,polyester,$5.99,None,,,,,"GoDog Just for Me Chew Guard Dog Toy, Lime, Small",,small,26,100
,3,,,$7.99,,5-inch,Dog Toys,,"5
________________________x_5
____________________________x_5inches",,,Pet Qwerks,102243,,,,None,None,,,,,Pet Qwerks Blinky X-Tire Ball Toy,,,26,60
,4.4,,,$17.95,,Large,Dog Toys,,"7.25
________________________x_4.5
____________________________x_4inches",,floatable,West Paw Design,91397,,,,None,None,,,,united_states,"West Paw Design Zogoflex Air Boz Ball Dog Toy, Currant",,large,26,86
,2.7,,,$8.44,,Large,Dog Toys,,,,noisemaking,KONG,90638,,,,$12.99,None,,,,,KONG Bendeez Monkey Dog Toy,,,26,67
,5,,,$10.20,,Large,Dog Toys,,"18
________________________x_9
____________________________x_5.5inches",,noisemaking,GoDog,107706,,,polyester,$15.75,None,,,,,GoDog Crazy Tugs Chew Guard Monkey Dog Toy,,large,26,100
,4.3,,"adult,_all_stages",$11.99,,Large,Dog Toys,,"14.5
________________________x_13
____________________________x_1.5inches",,"stuffing-free,_noisemaking",Jolly Pets,105128,,,nylon,None,None,,,,,Jolly Pets Flathead Iguana Dog Toy,,large,26,83
,3.6,,all_stages,$13.29,,Large,Dog Toys,,,,,Starmark,90396,,,,$19.99,None,,,,,Starmark Crunching Barbell Treat Dog Toy,,"large,_giant",26,86
,3.3,6.2ounces,,$5.65,,Large,Dog Toys,,"8
________________________x_5.8
____________________________x_2inches",,,KONG,84436,,,,$15.99,None,,,,,KONG Quest Critters Cow Dog Toy,,,26,57
,4.4,,,$18.90,,None,Dog Toys,,"9
________________________x_8
____________________________x_8inches",,"noisemaking,_floatable",Tuffy's,72180,,,,$23.63,17,,,,,Tuffy's Ultimate 4-Way Ring Dog Toy,,,26,88
,4.5,,,$16.77,,None,Dog Toys,,,,noisemaking,Multipet,68175,,,,$17.34,37,,,,,Multipet Mane Event Plush Dog Toy,,"small,_medium,_large",26,89
,4.4,,,$6.99,,Medium,Dog Toys,,,,floatable,Starmark,65578,,,,$11.96,20,,,,,Starmark Swing 'n Fling DuraFoam Fetch Ball Dog Toy,,,26,85
treats,3.7,,,$17.95,,Large,Dog Toys,,,,,Busy Buddy,63324,,"petsafe,_premier",,$23.99,28,,,,,Busy Buddy Ultra Woofer Dog Toy,,large,26,68
,3.4,,,$27.38,,Regular,Dog Toys,,"17
________________________x_7inches",,floatable,Tuffy's,54173,,,,$34.23,14,,,,,Tuffy's Emery Elephant Dog Toy,,"large,_giant",26,57
,4.6,,,$15.95,,Medium,Dog Toys,,,,floatable,Planet Dog,53604,,,,None,38,,,,united_states,"Planet Dog Orbee-Tuff Orbee Ball, Glow/Orange",,medium,26,95
,4.5,,,$9.97,,None,Dog Toys,,,,,Chuckit!,53243,,petmate,,$16.99,12,,,,,Chuckit! Indoor Launcher,,,26,92
,3,,adult,$6.32,,Regular,Dog Toys,,"7.5
________________________x_4.5
____________________________x_1.25inches",,,Nylabone,110403,,advanced_oral_care,nylon,$9.99,None,,,,united_states,Nylabone RubberChew Flavor Frenzy Philly Cheese Steak Flavored Bent Bone Dog Chew Toy,,"small,_medium",26,50
,3,9.92ounces,"adult,_all_stages",$2.49,,Small,Dog Toys,,"2.5
________________________x_2.5
____________________________x_2.5inches",,noisemaking,Nerf Dog,109675,,,,$2.51,None,,,,,Nerf Dog Squeaker TPR Foam Ball Dog Toy,,all_breeds,26,50
,4.2,,"all_stages,_adult",$27.95,,MaXX,Dog Toys,,,,floatable,GoughNuts,105534,,,,$33.68,13,,,,united_states,GoughNuts Stick Dog Toy,,"large,_giant",26,77
,3.7,,"all_stages,_adult",$12.99,,None,Dog Toys,,"1.75
________________________x_2
____________________________x_1inches",,noisemaking,ZippyPaws,104292,,,plastic,None,None,,,,,"ZippyPaws Large Replacement Squeakers, 30 count",,"all_breeds,_small,_medium,_large",26,100
,3.6,,"adult,_all_stages",$3.43,,Small,Dog Toys,,"7.5
________________________x_6
____________________________x_3inches",,noisemaking,GoDog,102535,,,polyester,$9.99,None,,,,,"GoDog Dragons Chew Guard Dog Toy, Lime Green",,small,26,67
,4.3,3.84ounces,,$10.12,,Large,Dog Toys,,"26.5
________________________x_5
____________________________x_3.5inches",,,KONG,93505,,,,$11.99,11,,,,,KONG Shakers Flat Caterpillar Dog Toy,,large,26,80
,3.4,,all_stages,$7.99,,None,Dog Toys,,"25.5
________________________x_7
____________________________x_6inches",,"noisemaking,_stuffing-free",Ethical Pet,90292,,spot,,$12.57,None,,,,,"Ethical Pet Skinneez Extreme Triple Squeaker Shark Dog Toy, 25-inch",,"giant,_large",26,50
,4.2,4ounces,,$9.22,,None,Dog Toys,,"12
________________________x_3
____________________________x_3inches",,floatable,Ruff Dawg,84946,,,,$11.99,None,,,,united_states,Ruff Dawg Football Flyer Dog Toy,,,27,83
,3.9,,,$5.79,,None,Dog Toys,,"12
________________________x_6
____________________________x_3inches",,noisemaking,Outward Hound,86022,,kyjen,,$8.64,13,,,,,Outward Hound Bottle Squeakers Dog Toy,,,26,77
,4.5,,,$6.42,,None,Dog Toys,,"4
________________________x_4
____________________________x_18inches",,,Hartz,82843,,,,$12.46,11,,,,,"Hartz Stunt Pilots Plush Dog Toy, Chicken",,,26,91
,3.1,,,$6.59,,12-inch,Dog Toys,,,,noisemaking,Multipet,78738,,,,$8.99,15,,,,,Multipet Loofa Floppy Dog Toy,,,26,57
,2.8,,,$9.07,,None,Dog Toys,,"1
________________________x_8.25
____________________________x_8.25inches",,floatable,KONG,77602,,,,$19.18,12,,,,,KONG Fire Hose Square Dog Toy,,,24,55
,4.6,,,$12.87,,None,Dog Toys,,"8.25
________________________x_8.25
____________________________x_0.93inches",,,Nite Ize,73842,,,,$16.09,16,,,,,Nite Ize Flashflight Dog Discuit LED Flying Disc,,,24,100
,4.3,,,$15.95,,Large,Dog Toys,,,,floatable,West Paw Design,58047,,,,None,29,,,,united_states,"West Paw Design Zogoflex Zisc Dog Toy, Granny Smith",,,23,86
,5,,,$8.81,,None,Dog Toys,,,,noisemaking,Multipet,78799,,,,$14.99,None,,,,,"Multipet Rocky & Bullwinkle Plush Dog Toy, Bullwinkle",,,27,100
,4,,,$6.89,,23-inch,Dog Toys,,,,"noisemaking,_stuffing-free",Ethical Pet,71377,,spot,,$9.67,None,,,,,Ethical Pet Skinneeez Wooly Sheep Stuffingless Dog Toy,,"medium,_large",27,83
,3.2,,,$6.95,,23-inch,Dog Toys,,,,"noisemaking,_stuffing-free",Ethical Pet,71344,,spot,,$9.00,None,,,,,Ethical Pet Skinneeez Forest Series Squirrel Stuffingless Dog Toy,,"medium,_large",27,50
,4,,,$7.52,,None,Dog Toys,,,,noisemaking,Booda,70563,,petmate,,$7.99,17,,,,,Booda Bellies Dog Toy,,"medium,_large,_giant",27,75
,4.3,,,$9.99,,None,Dog Toys,,,,,Chuckit!,64798,,petmate,,$11.91,15,,,,,Chuckit! Indoor Shaker,,"small,_medium,_large",27,93
treats,4.1,,,$10.95,,Medium,Dog Toys,,,,,Busy Buddy,63319,,"petsafe,_premier",,$14.99,15,,,,,Busy Buddy Ultra Sub Dog Toy,,medium,27,87
,3.1,,"adult,_all_stages",$6.97,,None,Dog Toys,,"6.5
________________________x_3.5
____________________________x_2inches",,noisemaking,GoDog,102563,,,polyester,$9.90,None,,,,,GoDog Just for Me Chew Guard Gators Dog Toy,,"medium,_large",27,43
,2.4,2.88ounces,,$9.09,,Large,Dog Toys,,"10.25
________________________x_13
____________________________x_4.25inches",,noisemaking,KONG,93502,,,,$15.99,None,,,,,KONG Puzzlements Monkey Dog Toy,,large,27,25
,2.6,,,$8.01,,Large,Dog Toys,,"8.5
________________________x_5.5
____________________________x_2.5inches",,noisemaking,KONG,91295,,,,$10.00,20,,,,,KONG Tuff 'N Lite Octopus Dog Toy,,"medium,_large",27,40
,3.9,,"adult,_all_stages",$9.06,,Large,Dog Toys,,"8.25
________________________x_8
____________________________x_4.75inches",,noisemaking,KONG,91209,,,,$12.01,15,,,,,KONG Barnyard Cruncheez Sheep Dog Toy,,"medium,_large",27,69
,4.5,,,$12.95,,None,Dog Toys,,,,floatable,West Paw Design,89041,,,,$20.49,11,,,,united_states,"West Paw Design Zogoflex Zisc Dog Toy, Glow, Small",,,27,100
,4,,,$11.79,,None,Dog Toys,,"11.25
________________________x_10
____________________________x_3.5inches",,,Outward Hound,85836,,kyjen,,$18.74,None,,,,,Outward Hound Treat Twister Dog Toy,,,27,67
,4.1,,,$9.99,,10-inch,Dog Toys,,,,floatable,Nerf Dog,82322,,,,$10.99,None,,,,,Nerf Dog Float Flyer Dog Toy,,,27,78
,4.2,,,$9.75,,None,Dog Toys,,"16
________________________x_5
____________________________x_3.25inches",,,Hyper Pet,80173,,,,$19.99,19,,,,,Hyper Pet Hyper Shakes Dog Toy,,,27,79
,2,,,$8.67,,13-inch,Dog Toys,,,,noisemaking,Multipet,78682,,,,$11.89,None,,,,,Multipet Dazzle Ducks Dog Toy,,,27,22
,4.2,,,$7.79,,Large,Dog Toys,,,,,Multipet,68021,,,,$14.99,23,,,,,Multipet Boingo Ball Dog Toy,,large,27,83
,4.3,,,$16.13,,None,Dog Toys,,"19
________________________x_9inches",,"floatable,_noisemaking",Tuffy's,54124,,,,$20.16,None,,,,,Tuffy's Lizzy the Lizard Dog Toy,,,27,100
,4.7,,"all_stages,_adult",$4.99,,3-inch,Dog Toys,,,,floatable,Jolly Pets,80408,,,rubber,$6.98,None,,,,united_states,"Jolly Pets Tug-n-Toss Mini Dog Toy, Red",,"extra_small,_small",28,100
,3.7,,,$5.95,,Small,Dog Toys,,,,,Busy Buddy,105219,,petsafe,,$9.99,None,,,,,Busy Buddy Turtle Dog Toy,,small,27,67
,3.2,,,$13.70,,None,Dog Toys,,,,"floatable,_noisemaking",Tuffy's,94090,,,,$17.12,None,,,,,"Tuffy's Zoo Hippo Hilda Dog Toy, Jr",,"extra_small,_small,_medium",27,50
,1.6,,,$3.00,,Medium,Dog Toys,,"6
________________________x_3
____________________________x_2inches",,,Dogzilla,92191,,,,$7.99,None,,,,,Dogzilla Knobby Bone Dog Toy,,medium,27,20
,4.2,,puppy,$9.95,,None,Dog Toys,,,,noisemaking,West Paw Design,89103,,,,None,14,,,,united_states,West Paw Design Big Sky Puppy Dog Toy,,,27,71
,3.8,,,$11.99,,None,Dog Toys,,,,noisemaking,Nerf Dog,82280,,,,$12.49,None,,,,,"Nerf Dog Rubber Football Dog Toy, 7-inch",,,27,67
,3.2,,,$4.99,,Medium,Dog Toys,,"3
________________________x_1.75
____________________________x_7.25inches",,,JW Pet,81054,,petmate,,$11.29,12,,,,,JW Pet Squeaky Barbarbell Dog Toy,,,27,58
,3.5,,,$3.90,,Small,Dog Toys,,"3.6
________________________x_1.5
____________________________x_8inches",,,JW Pet,81005,,petmate,,$10.05,None,,,,,JW Pet Cyberbone Dog Toy,,,27,50
,5,,"all_stages,_adult",$8.81,,Puzzle Set,Dog Toys,,"7
________________________x_6
____________________________x_6.5inches",,noisemaking,ZippyPaws,103883,,,fleece,$9.46,None,,,,,"ZippyPaws Burrow Squeaky Hide and Seek Plush Dog Toy, Chicken Hut",,"all_breeds,_small,_medium,_large",28,100
,2.9,,,$5.81,,None,Dog Toys,,,,,Starmark,92582,,,,$9.99,None,,,,,Starmark Forest Friends Treat Dispensing Dog Toy,,all_breeds,28,67
,2,,,$8.20,,None,Dog Toys,,,,,Dogzilla,92176,,,,$10.99,None,,,,,Dogzilla Strong Chewer Dumbell Dog Toy,,all_breeds,28,20
,4.1,,"all_stages,_adult",$8.49,,4.5-inch,Dog Toys,,,,floatable,Jolly Pets,91089,,,rubber,$17.85,None,,,,united_states,"Jolly Pets Romp-n-Roll Dog Toy, Orange",,small,28,78
,3.5,,all_stages,$9.03,,None,Dog Toys,,"10
________________________x_6
____________________________x_6inches",,,Ethical Pet,90255,,spot,,$10.99,None,,,,,"Ethical Pet Nosy Hedgehog Dog Toy, 10-inch, (Colors Vary)",,"giant,_extra_small,_small,_medium,_large",28,100
,2.6,,all_stages,$6.38,,None,Dog Toys,,"7.5
________________________x_7.5
____________________________x_0.25inches",,,Ethical Pet,90210,,spot,,$6.49,None,,,,,"Ethical Pet Dura-Fused Leather Rabbit Dog Toy, Small",,"extra_small,_small,_medium",28,40
,4.5,,,$12.45,,None,Dog Toys,,,,,Chuckit!,90047,,petmate,,$31.98,None,,,,,"Chuckit! Fumble Fetch Max Glow, Small",,,28,75
,4.1,,,$7.97,,None,Dog Toys,,,,noisemaking,West Paw Design,89116,,,,$8.95,None,,,,united_states,West Paw Design Li'l Boogey Dog Toy,,,28,86
treats,2.6,1.92ounces,adult,$7.09,,None,Dog Toys,,,,,U.S. Hide,88741,,,,$12.99,None,,,,united_states,"U.S. Hide Rodeo Rope Dog Chew Toy, Small/Medium",,,28,40
