food_form,rating,weight,lifestage,cost,food_texture,size,category,fish_type,dimensions,special_diet,toy_feature,product_name,item_number,litter_and_bedding_type,small_pet_type,brand,material,no_reviews,litter_box_type,old_cost,supplement_form,reptile_type,bowl_feature,bed_type,made_in,product_description,leash_and_collar_feature,bird_type,breed_size,page,percent_rec
,4.6,2.0pounds,,$23.99,,None,Dog Travel & Car,,"70
________________________x_50inches",,,Solvit,68777,,,,,19,,$39.99,,,,,,Solvit Waterproof Sta-Put SUV Cargo Liner for Pets,,,"extra_small,_small,_medium,_large,_giant",4,95
,4.1,,,$47.00,,None,Dog Travel & Car,,,,,MidWest,74332,,,,,48,,$78.99,,,,,,MidWest Wire Mesh Universal Car Barrier,,,"extra_small,_small,_medium,_large,_giant",4,87
,4.7,,,$46.45,,None,Dog Travel & Car,,"15
________________________x_11
____________________________x_9.5inches",,,Solvit,68824,,,,,25,,$89.99,,,,,,"Solvit Tagalong Pet Bicycle Basket, Wicker, Brown",,,"small,_extra_small",4,96
,3.8,,,$5.99,,Regular,Dog Travel & Car,,,,,Ethical Pet,71433,,,spot,plastic,71,,$8.06,,,,,,Ethical Pet Handi-Drink Instant Bottle Pet Waterer,,,,3,71
,4.5,,,$19.99,,None,Dog Travel & Car,,"20
________________________x_11.5
____________________________x_12inches",,,Petmate,68702,,,,,157,,$54.99,,,,,,Petmate Soft Sided Pet Kennel Cab & Carrier,,,,3,93
,4,1.0pounds,,$18.86,,None,Dog Travel & Car,,"32
________________________x_32inches",,,Solvit,68787,,,,,44,,$34.99,,,,,,Solvit Front Seat Net Pet Barrier,,,"extra_small,_small,_medium,_large,_giant",3,81
,4.9,5.0pounds,,$84.12,,Standard,Dog Travel & Car,,"56
________________________x_47inches",,,Solvit,108102,,,,"cotton,_leather",21,,$94.99,,,,,,Solvit Premium Bench Car Seat Cover,,,"small,_medium,_large,_all_breeds",5,100
,5,,,$27.54,,Medium,Dog Travel & Car,,"17
________________________x_11
____________________________x_10.5inches",,,Sherpa,102711,,,,polyester,28,,$73.99,,,,,,"Sherpa Original Deluxe Pet Carrier, Brown",,,,3,96
,4.7,,,$9.69,,Large,Dog Travel & Car,,"6.75
________________________x_5.875
____________________________x_0.625inches",,,Popware for Pets,83806,,,,silicone,19,,$9.99,,,portable,,,"Popware for Pets Collapsible Travel Cup with Carabiner, Gray/Purple",,,"large,_medium",3,89
,4.6,3.0pounds,,$29.74,,None,Dog Travel & Car,,"56
________________________x_47inches",,,Solvit,68781,,,,,98,,$59.99,,,,,,Solvit Deluxe Sta-Put Bench Seat Cover for Pets,,,"extra_small,_small,_medium,_large,_giant",2,94
,4.1,,,$23.95,,Large,Dog Travel & Car,,"19
________________________x_10
____________________________x_13inches",,,OxGord,106382,,,,polyester,19,,$59.95,,,,,,"OxGord Pet Carrier, Purple",,,,2,83
,4.9,,,$28.71,,Large,Dog Travel & Car,,"19
________________________x_11.75
____________________________x_11.5inches",,,Sherpa,102708,,,,polyester,51,,$56.99,,,,,,"Sherpa Original Deluxe Pet Carrier, Black",,,,2,100
,3.7,2ounces,"adult,_all_stages",$5.39,,2-oz bottle,Dog Travel & Car,,,,,Richard's Organics,58605,,,synergylabs,,60,,$14.99,liquid,,,,united_states,Richard's Organics Pet Calm,,,,1,71
,4.8,2.8pounds,all_stages,$32.95,,None,Dog Travel & Car,,"58
________________________x_53
____________________________x_0.5inches",,,KOPEKS,111175,,,,polyester,None,,None,,,,,,KOPEKS Waterproof Quilted Car Seat Cover,,,all_breeds,1,100
,4.7,,,$109.99,,Up to 20 lbs,Dog Travel & Car,,,,,Gen7Pets,90706,,,,,None,,$133.99,,,,,,"Gen7Pets Geometric Roller Carrier with Smart-Level Pet Carrier, Red",,,small,5,100
,4.9,,,$9.49,,None,Dog Travel & Car,,"10.75
________________________x_4.5
____________________________x_0.5inches",,,Popware for Pets,83781,,,,silicone,27,,$9.99,,,portable,,,"Popware for Pets Collapsible Travel Cup with Bottle Holder & Carabiner, Gray/Blue",,,"extra_small,_small,_medium",5,96
,3.2,6.72ounces,,$6.83,,8-oz,Dog Travel & Car,,"5.3
________________________x_4.3
____________________________x_3inches",,,ProSelect,108626,,,petedge,stainless_steel,None,,None,,,portable,,,ProSelect Stainless Steel Hanging Kennel Pet Bowl,,,,5,67
,4.7,,,$56.55,,X-Large,Dog Travel & Car,,"78
________________________x_64.25
____________________________x_0.5inches",,,Petego,107205,,,,,None,,$67.63,,,,,,"Petego Hammock Bench Seat Protector, Gray",,,"medium,_large,_giant,_all_breeds",5,100
,4.1,,,$22.15,,None,Dog Travel & Car,,,,,K&H Pet Products,75142,,,,,28,,$46.68,,,,,,K&H Pet Products Economy Cargo Cover,,,"extra_small,_small,_medium,_large,_giant",5,81
,4.5,,,$19.34,,Large,Dog Travel & Car,,"16.25
________________________x_8.5
____________________________x_5inches",,,Popware for Pets,83760,,,,silicone,24,,$24.99,,,"portable,_elevated",,,"Popware for Pets Double Elevated Pet Bowls, Gray/Blue",,,"large,_medium",5,90
,5,2.5pounds,,$34.95,,None,Dog Travel & Car,,,,,Solvit,68765,,,,canvas,None,,$59.99,,,,,,Solvit HomeAway Pet Travel Organizer Kit,,,,5,100
,4.6,,,$40.95,,28-inch,Dog Travel & Car,,"28
________________________x_20.5
____________________________x_20.5inches",,,GoPetClub,73988,,,,"nylon,_fleece",34,,$69.99,,,,,,"GoPetClub Soft Portable Pet Carrier, Sage",,,small,5,97
,4.5,,,$25.04,,None,Dog Travel & Car,,"13
________________________x_11
____________________________x_7.5inches",,,Outward Hound,85959,,,kyjen,nylon,43,,$54.99,,,,,,"Outward Hound PoochPouch Dog Backpack, Gray, Gray",,,,5,95
,4.5,2.4ounces,,$6.65,,1/2 cup,Dog Travel & Car,,"6.75
________________________x_3
____________________________x_2inches",,,Popware for Pets,83844,,,,silicone,None,,$6.99,,,,,,"Popware for Pets Collapsible KlipScoop, Gray/Pink",,,,5,83
,4.7,25.0pounds,,$179.99,,None,Dog Travel & Car,,"41
________________________x_40
____________________________x_22inches",,,Gen7Pets,74797,,,,,None,,$199.99,,,,,,Gen7Pets Jogger Pet Stroller,,,"extra_small,_small,_medium",6,100
,5,,,$13.41,,None,Dog Travel & Car,,"10
________________________x_7
____________________________x_4inches",,,Guardian Gear,107572,,,,nylon,None,,$14.49,,,,,,"Guardian Gear Ride Right Seat Belt Connector for Dogs, Black",,,"all_breeds,_small,_medium,_large",5,100
,4.1,,,$35.99,,None,Dog Travel & Car,,"55
________________________x_56inches",,,Kurgo,66790,,,,,85,,$39.99,,,,,,Kurgo Bench Seat Cover,,,"extra_small,_small,_medium,_large,_giant",5,84
,3.7,,,$24.94,,Large,Dog Travel & Car,,"19
________________________x_10
____________________________x_13inches",,,OxGord,106362,,,,polyester,11,,$59.95,,,,,,"OxGord Pet Carrier, Green",,,,5,73
,5,5.5pounds,,$93.48,,None,Dog Travel & Car,,"56
________________________x_57inches",,,Solvit,108107,,,,"cotton,_leather",None,,$114.99,,,,,,Solvit Premium Hammock Car Seat Cover,,,"small,_medium,_large,_all_breeds",5,100
,5,8ounces,,$9.00,,None,Dog Travel & Car,,"11
________________________x_2
____________________________x_0.5inches",,,EzyDog,113940,,,,,None,,None,,,,,,"EzyDog Seat Belt Restraint, Black",,,"all_breeds,_small,_medium,_large",5,100
,4.6,6.0pounds,,$38.51,,None,Dog Travel & Car,,"16
________________________x_12
____________________________x_11inches",,,Solvit,68823,,,,,14,,$69.99,,,,,,"Solvit Deluxe Tagalong Sport Pet Bicycle Basket, Silver",,,"extra_small,_small",5,92
,3,,,$22.49,,None,Dog Travel & Car,,,,,Kurgo,66793,,,,,25,,$24.99,,,,,,Kurgo Car Door Guard,,,"extra_small,_small,_medium,_large,_giant",6,56
,5,,,$6.99,,None,Dog Travel & Car,,,,,Alfie Pet,110106,,,,silicone,None,,$7.99,,,portable,,,Alfie Pet Collapsible Silicone Travel Bowl,,,"small,_medium,_large,_all_breeds",6,100
,3.8,,,$49.26,,None,Dog Travel & Car,,"64
________________________x_0.25
____________________________x_56inches",,,Bergan,93470,,,coastal_pet_products,,None,,$59.99,,,,,,"Bergan Deluxe Microfiber Auto Hammock Seat Protector, Mole",,,"extra_small,_small,_medium,_large,_giant",6,83
,4.6,,,$19.99,,None,Dog Travel & Car,,,,,Bergan,93467,,,coastal_pet_products,,13,,$25.99,,,,,united_states,Bergan Bucket Car Seat Protector,,,"extra_small,_small,_medium,_large,_giant",6,100
,4.6,,,$18.73,,Small,Dog Travel & Car,,"15
________________________x_14
____________________________x_2.5inches",,,Outward Hound,85955,,,kyjen,,25,,$39.99,,,,,,Outward Hound PupBoost Car Seat,,,extra_small,6,88
,4.8,,,$34.39,,None,Dog Travel & Car,,"11.5
________________________x_15inches",,,K&H Pet Products,78439,,,,,None,,$59.79,,,,,,K&H Pet Products Comfy Go Backpack Pet Carrier,,,"extra_small,_small",6,89
,4.5,,,$32.20,,Large,Dog Travel & Car,,"18
________________________x_11
____________________________x_11inches",,,Sherpa,102702,,,,polyester,11,,$53.99,,,,,,"Sherpa Element Duffle Pet Carrier, Tan",,,,6,100
,4.2,2.4ounces,,$6.99,,1/2 cup,Dog Travel & Car,,"6.75
________________________x_3
____________________________x_2inches",,,Popware for Pets,83852,,,,silicone,None,,None,,,,,,"Popware for Pets Collapsible KlipScoop, Gray/Green",,,,6,67
,4.9,,,$51.00,,None,Dog Travel & Car,,"24
________________________x_19
____________________________x_17inches",,,K&H Pet Products,75076,,,,,22,,None,,,,,,"K&H Pet Products Travel Safety Pet Carrier, Medium",,,,6,100
,3.8,,,$14.99,,None,Dog Travel & Car,,"59
________________________x_57
____________________________x_0.5inches",,,American Kennel Club,106553,,,,polyester,None,,$29.99,,,,,,American Kennel Club Pet Car Seat Cover,,,"all_breeds,_small,_medium,_large",6,86
,4.7,,,$11.99,,None,Dog Travel & Car,,,,,Solvit,68785,,,,,None,,$29.99,,,,,,Solvit PupZip Vehicle Zipline for Pets,,,"extra_small,_small,_medium,_large,_giant",6,86
,4.5,,,$47.99,,None,Dog Travel & Car,,"16
________________________x_12
____________________________x_15inches",,,Pet Gear,64477,,,,,48,,$89.99,,,,,,Pet Gear I-GO2 Traveler,,,,6,96
,4.5,2.95pounds,"adult,_all_stages",$59.90,,Regular,Dog Travel & Car,,"13.4
________________________x_54
____________________________x_3.54inches",,,4Knines,115178,,,,,None,,None,,,,,,4Knines Rear Bench Seat Cover with Hammock,,,all_breeds,6,100
,4.7,,,$70.03,,None,Dog Travel & Car,,"17.75
________________________x_12.5
____________________________x_4inches",,,Pet Gear,64474,,,,,53,,$114.99,,,,,,Pet Gear Large Car Booster,,,"extra_small,_small",6,96
,3.4,,,$44.28,,None,Dog Travel & Car,,,,,Precision Pet Products,82752,,,,,None,,$76.59,,,,,,Precision Pet Products Universal Fit 6-Bar Dog & Cat Vehicle Barrier,,,"extra_small,_small,_medium,_large,_giant",6,62
,5,,,$9.99,,None,Dog Travel & Car,,,,,Alfie Pet,110110,,,,silicone,None,,None,,,portable,,,Alfie Pet Collapsible Silicone Travel Bowl Set,,,"small,_medium,_large,_all_breeds",5,100
,4.9,,,$233.68,,Large,Dog Travel & Car,,,,,Solvit,68806,,,,,28,,$255.65,,,,,,Solvit HoundAbout II Aluminum Bicycle Trailer,,,,6,100
,4.8,1.5pounds,,$20.18,,None,Dog Travel & Car,,"52
________________________x_22inches",,,Solvit,68775,,,,,22,,$34.99,,,,,,Solvit Waterproof Sta-Put Bucket Seat Cover for Pets,,,"extra_small,_small,_medium,_large,_giant",5,95
,4.1,20.0pounds,,$100.46,,None,Dog Travel & Car,,"18
________________________x_8
____________________________x_8inches",,,Solvit,108099,,,,,None,,$139.99,,,,,,"Solvit PupSTEP Car Hitch Pet Step, Black",,,"all_breeds,_small,_medium,_large",5,86
,4.5,14.0pounds,all_stages,$249.00,,Large,Dog Travel & Car,,"25
________________________x_19
____________________________x_5inches",,,Best Friend Mobility,112789,,,,aluminum,None,,$257.00,,,,,,Best Friend Mobility Elite Dog Wheelchair,,,large,6,100
,4.8,15.0pounds,,$99.99,,None,Dog Travel & Car,,"38
________________________x_17
____________________________x_38inches",,,Gen7Pets,105026,,,,,21,,None,,,,,,Gen7Pets Regal Plus Pet Stroller,,,"extra_small,_small,_medium",6,95
,4.8,35.0pounds,,$299.99,,None,Dog Travel & Car,,"27
________________________x_23
____________________________x_20inches",,,Pet Gear,88892,,,,,20,,$342.27,,,,,,"Pet Gear Double No-Zip Pet Stroller, Boysenberry",,,,6,100
,4.1,,,$9.99,,None,Dog Travel & Car,,,,,Kurgo,67441,,,,,11,,None,,,,,,Kurgo Seat Belt Tether,,,"extra_small,_small,_medium,_large,_giant",7,91
,5,8ounces,,$18.00,,None,Dog Travel & Car,,"22
________________________x_1
____________________________x_0.5inches",,,EzyDog,113942,,,,,None,,None,,,,,,"EzyDog Click Adjustable Seat Belt Restraint, Black",,,all_breeds,5,100
,4.9,,,$34.96,,None,Dog Travel & Car,,"19
________________________x_12.5
____________________________x_12inches",,,Pet Gear,64543,,,,,21,,$45.95,,,,,,"Pet Gear Signature Pet Car Seat & Carrier, Aqua",,,"extra_small,_small",7,100
,5,3.77pounds,"adult,_all_stages",$79.90,,Large,Dog Travel & Car,,"52
________________________x_82
____________________________x_3.15inches",,,4Knines,115187,,,,,None,,None,,,,,,4Knines SUV Cargo Cover,,,all_breeds,7,100
,4.7,,,$51.71,,None,Dog Travel & Car,,"18
________________________x_11
____________________________x_11inches",,,Petmate,91002,,,,,34,,$79.99,,,,,,Petmate See & Extend Carrier for Dogs & Cats,,,"small,_extra_small",7,94
,4.7,,,$13.15,,None,Dog Travel & Car,,"55
________________________x_55
____________________________x_2.44inches",,,Outward Hound,85954,,,kyjen,,None,,$29.99,,,,,,"Outward Hound PupShield Back Seat Hammock, PupShield Hammock",,,"extra_small,_small,_medium,_large,_giant",7,100
,4.7,,,$24.99,,None,Dog Travel & Car,,"16.5
________________________x_11
____________________________x_8inches",,,K&H Pet Products,78437,,,,,14,,$39.99,,,,,,K&H Pet Products Easy Go Pet Carrier,,,"extra_small,_small",7,100
,4.8,,,$124.99,,None,Dog Travel & Car,,"25.5
________________________x_12
____________________________x_20.5inches",,,Pet Gear,68634,,,,,72,,$153.89,,,,,,Pet Gear Special Edition No-Zip Pet Stroller,,,"extra_small,_small,_medium",7,99
,5,,,$39.28,,None,Dog Travel & Car,,"19.25
________________________x_9.875
____________________________x_2.75inches",,,Popware for Pets,83749,,,,silicone,None,,$44.99,,,"portable,_elevated",,,"Popware for Pets Adjustable Height Elevated Pet Bowls, Gray/Blue",,,"all_breeds,_small,_medium,_large",7,100
,4.6,2.5pounds,,$35.74,,Large,Dog Travel & Car,,"20
________________________x_13.5
____________________________x_10inches",,,Gen7Pets,112134,,,,,18,,$49.99,,,,,,Gen7Pets Carry-Me Pet Carrier,,,,7,100
,4.5,,,$19.95,,None,Dog Travel & Car,,,,,Planet Dog,68295,,,,canvas,14,,None,,,,,,"Planet Dog On the Go Weekender Feedbag, Forest Green",,,,7,93
,4,9.92ounces,,$9.23,,2-qt,Dog Travel & Car,,"6.3
________________________x_6.3
____________________________x_5.94inches",,,ProSelect,108639,,,petedge,stainless_steel,None,,$14.58,,,portable,,,ProSelect Stainless Steel Heavy Duty Pail,,,,7,75
,5,,,$99.99,,Large,Dog Travel & Car,,"47
________________________x_24
____________________________x_24inches",,,Petego,107213,,,,polyester,None,,$138.70,,,,,,Petego Pet Tube Car Kennel,,,"medium,_large,_giant",7,100
,4.3,,,$43.06,,None,Dog Travel & Car,,"52
________________________x_48
____________________________x_0.5inches",,,Petego,107194,,,,polyester,None,,$85.50,,,,,,Petego Bench Seat Protector,,,"extra_small,_small,_medium,_large,_giant,_all_breeds",7,67
,4.2,,,$26.99,,None,Dog Travel & Car,,,,,Kurgo,66939,,,,,14,,$29.99,,,,,,"Kurgo Shorty Bucket Seat Cover, Khaki",,,"extra_small,_small,_medium,_large,_giant",7,86
,3.7,,,$53.99,,None,Dog Travel & Car,,"56
________________________x_55inches",,,Kurgo,66813,,,,,38,,$59.99,,,,,,Kurgo Wander Hammock Car Seat Cover,,,"extra_small,_small,_medium,_large,_giant",7,76
,4,,,$40.49,,None,Dog Travel & Car,,,,,Kurgo,54641,,,,,None,,$44.99,,,,,,Kurgo Backseat Barrier,,,"extra_small,_small,_medium,_large,_giant",7,100
,2.5,8ounces,,$6.95,,None,Dog Travel & Car,,"25
________________________x_1
____________________________x_27.58inches",,,Pet Parade,110281,,,,,None,,$8.99,,,,,,Pet Parade Auto Pet Barrier,,,"small,_medium,_large,_all_breeds",7,100
,4.2,,,$39.99,,None,Dog Travel & Car,,,,,Bergan,93472,,,coastal_pet_products,,13,,None,,,,,united_states,"Bergan Microfiber Auto Bench Seat Protector, Brown",,,"extra_small,_small,_medium,_large,_giant",7,92
,5,2.4ounces,,$6.99,,1/2 cup,Dog Travel & Car,,"6.75
________________________x_3
____________________________x_2inches",,,Popware for Pets,83840,,,,silicone,None,,None,,,,,,"Popware for Pets Collapsible KlipScoop, Gray/Purple",,,,7,100
,4.2,,,$15.99,,Large,Dog Travel & Car,,"10
________________________x_10
____________________________x_5inches",,,Popware for Pets,83772,,,,silicone,None,,$16.99,,,"portable,_elevated",,,"Popware for Pets Single Elevated Pet Bowl, Gray/Blue",,,large,7,89
,4.7,,,$22.27,,Large,Dog Travel & Car,,"16.25
________________________x_8.5
____________________________x_5inches",,,Popware for Pets,83757,,,,silicone,12,,$24.99,,,"portable,_elevated",,,"Popware for Pets Double Elevated Pet Bowls, Gray/Pink",,,"large,_medium",8,92
,4.3,,,$27.99,,None,Dog Travel & Car,,,,,K&H Pet Products,78450,,,,,15,,$44.99,,,,,,K&H Pet Products Classy Go Sling Pet Carrier,,,"extra_small,_small",7,86
,4.2,,,$22.49,,None,Dog Travel & Car,,,,,Kurgo,54660,,,,,24,,$24.99,,,,,,Kurgo Leash/Zipline Combo,,,"extra_small,_small,_medium,_large,_giant",7,91
,3.8,4.17pounds,,$47.99,,None,Dog Travel & Car,,"10
________________________x_19
____________________________x_13inches",,,Bergan,89260,,,coastal_pet_products,,49,,$64.99,,,,,,"Bergan Wheeled Comfort Pet Carrier, Black",,,"extra_small,_small,_medium",7,70
,4.2,,,$12.95,,None,Dog Travel & Car,,,,,Planet Dog,68282,,,,canvas,None,,$13.42,,,portable,,,"Planet Dog On the Go Food & Water Travel Dog Bowl, Forest Green, Small",,,"small,_extra_small,_medium",8,100
,4.2,,,$31.49,,None,Dog Travel & Car,,,,,Kurgo,66875,,,,,None,,$34.99,,,,,,Kurgo Shorty Car Bench Seat Cover,,,"extra_small,_small,_medium,_large,_giant",8,90
,4.4,,,$54.27,,None,Dog Travel & Car,,"13.5
________________________x_9.5
____________________________x_3inches",,,Pet Gear,64470,,,,,17,,$84.99,,,,,,Pet Gear Medium Car Booster,,,extra_small,8,88
,4.2,,,$8.99,,None,Dog Travel & Car,,"3.5
________________________x_6inches",,,Kurgo,66801,,,,silicone,12,,$9.99,,,portable,,,Kurgo Collaps-A-Bowl Pet Bowl,,,"small,_medium,_large,_all_breeds",8,75
,3.5,,,$70.91,,None,Dog Travel & Car,,,,,Petego,107215,,,,,None,,$74.10,,,,,,"Petego K9 Keeper Universal Pet Safety Barrier, Aluminum",,,"extra_small,_small,_medium,_large,_giant,_all_breeds",8,50
,5,,,$59.99,,Standard,Dog Travel & Car,,"58
________________________x_48
____________________________x_0.5inches",,,Petego,107207,,,,,None,,$104.50,,,,,,"Petego Hammock Bench Seat Protector, Tan",,,"extra_small,_small,_medium",8,100
,4.4,,,$28.74,,None,Dog Travel & Car,,"16
________________________x_8.5
____________________________x_12inches",,,Gen7Pets,85341,,,,,None,,$48.99,,,,,,"Gen7Pets Carry-Me Deluxe Pet Carrier, Black Onyx, Medium",,,,8,83
,4.8,,,$199.99,,None,Dog Travel & Car,,"30
________________________x_13
____________________________x_22inches",,,Pet Gear,78149,,,,,46,,$210.29,,,,,,"Pet Gear AT3 No-Zip Pet Stroller, Midnight River",,,,8,98
,5,1.34pounds,"adult,_all_stages",$42.99,,Regular,Dog Travel & Car,,"12.2
________________________x_12.2
____________________________x_1.57inches",,,4Knines,115191,,,,,None,,None,,,,,,4Knines Bucket Seat Cover,,,all_breeds,8,100
,4.7,,,$205.80,,None,Dog Travel & Car,,"30
________________________x_13
____________________________x_22inches",,,Pet Gear,78170,,,,,86,,$209.99,,,,,,Pet Gear Jogger No-Zip Pet Stroller,,,,8,96
,4.3,,,$39.99,,None,Dog Travel & Car,,"54
________________________x_58
____________________________x_0.25inches",,,K&H Pet Products,75139,,,,,16,,$60.68,,,,,,K&H Pet Products Deluxe Car Seat Saver,,,"extra_small,_small,_medium,_large,_giant",8,88
,4.9,,,$98.92,,None,Dog Travel & Car,,"24
________________________x_12
____________________________x_22inches",,,Pet Gear,68629,,,,,57,,$119.99,,,,,,Pet Gear Happy trails No-Zip Pet Stroller,,,"extra_small,_small,_medium",8,100
,4.3,,,$49.99,,None,Dog Travel & Car,,"17
________________________x_9
____________________________x_12inches",,,Sherpa,107676,,,,polyester,None,,None,,,,,,"Sherpa Cat Tote Pet Carrier, Leopard Print",,,"extra_small,_small",8,83
,4.7,,,$13.23,,None,Dog Travel & Car,,"11
________________________x_8.8
____________________________x_1inches",,,East Side Collection,104882,,,tops_pet_products,,17,,$19.23,,,,,,East Side Collection Reversible Sling Pet Carrier,,,extra_small,8,100
,5,,,$37.93,,None,Dog Travel & Car,,"17
________________________x_11.25
____________________________x_11.25inches",,,Sherpa,102704,,,,polyester,None,,$53.99,,,,,,"Sherpa Element Standard Pet Carrier, Tan",,,,8,100
,4.7,,,$76.00,,None,Dog Travel & Car,,"49
________________________x_10
____________________________x_13inches",,,Petego,107217,,,,,None,,None,,,,,,"Petego Car Seat Extender Inflatable Platform, Black",,,"extra_small,_small,_medium,_large,_giant,_all_breeds",8,100
,5,,,$39.10,,None,Dog Travel & Car,,"19.7
________________________x_10.9
____________________________x_8.7inches",,,Pet Gear,97978,,,,,None,,$54.99,,,,,,Pet Gear Tote Bag Pet Carrier,,,"extra_small,_small",8,100
,4.8,20.0pounds,,$148.13,,None,Dog Travel & Car,,"31
________________________x_14
____________________________x_25.5inches",,,Pet Gear,85349,,,,,21,,$159.99,,,,,,Pet Gear Easy Step Bed Stair for Dogs,,,"extra_small,_small,_medium",8,95
,4.7,,,$20.13,,None,Dog Travel & Car,,,,,K&H Pet Products,75136,,,,,None,,$49.99,,,,,,K&H Pet Products Car Seat Saver,,,"extra_small,_small,_medium,_large,_giant",8,100
,5,,,$26.99,,None,Dog Travel & Car,,,,,Kurgo,71844,,,,,None,,$29.99,,,,,,Kurgo Swivel Seat-Belt Tether,,,"extra_small,_small,_medium,_large,_giant",8,100
,4.9,,,$11.31,,Large,Dog Travel & Car,,"10
________________________x_10
____________________________x_5inches",,,Popware for Pets,83769,,,,silicone,None,,$16.99,,,"portable,_elevated",,,"Popware for Pets Single Elevated Pet Bowl, Gray/Pink",,,large,8,100
,4.8,,,$169.30,,Large,Dog Travel & Car,,"55
________________________x_33
____________________________x_33inches",,,Solvit,79324,,,,,19,,None,,,,,,Solvit HoundAbout Classic Steel Bicycle Trailer,,,large,8,95
,4.7,,,$7.99,,None,Dog Travel & Car,,"10.75
________________________x_4.5
____________________________x_0.5inches",,,Popware for Pets,83779,,,,silicone,None,,$9.99,,,portable,,,"Popware for Pets Collapsible Travel Cup with Bottle Holder & Carabiner, Gray/Pink",,,"extra_small,_small,_medium",8,100
,4.6,,,$8.45,,Large,Dog Travel & Car,,,,,Petmate,70635,,,,silicone,34,,$12.99,,,portable,,,"Petmate Silicone Round Collapsible Travel Pet Bowl, Go Go Green",,,"large,_medium",8,91
,4.8,,,$40.56,,None,Dog Travel & Car,,"17
________________________x_11
____________________________x_10.5inches",,,Sherpa,102680,,,,polyester,13,,$74.99,,,,,,"Sherpa American Airlines Duffle Pet Carrier, Charcoal",,,,5,100
,4.1,,,$28.89,,None,Dog Travel & Car,,,,,Bergan,72042,,,coastal_pet_products,,None,,$49.99,,,,,united_states,"Bergan Voyager Carrier, Small",,,,9,100
,4.2,3.0pounds,,$31.51,,None,Dog Travel & Car,,"52
________________________x_50inches",,,Solvit,68783,,,,,None,,$59.99,,,,,,Solvit Deluxe Sta-Put SUV Cargo Liner for Pets,,,"extra_small,_small,_medium,_large,_giant",9,75
,4,,,$39.99,,None,Dog Travel & Car,,"13
________________________x_8
____________________________x_7.5inches",,,Pet Gear,97995,,,,,None,,$69.99,,,,,,Pet Gear R & R Pet Sling,,,extra_small,9,80
,5,,,$39.33,,None,Dog Travel & Car,,"19.25
________________________x_9.875
____________________________x_2.75inches",,,Popware for Pets,83745,,,,silicone,None,,$44.99,,,"elevated,_portable",,,"Popware for Pets Adjustable Height Elevated Pet Bowls, Gray/Purple",,,"all_breeds,_small,_medium,_large",9,100
,3.3,4.53ounces,,$9.99,,None,Dog Travel & Car,,"4.625
________________________x_2.88
____________________________x_3.5inches",,,Popware for Pets,83829,,,,silicone,None,,None,,,,,,"Popware for Pets Pooch Pouch, Purple",,,,9,57
,5,,,$78.79,,None,Dog Travel & Car,,,,,Solvit,68809,,,,,None,,$109.99,,,,,,"Solvit HoundAbout Aluminum Pet Stroller Conversion Kit, Large",,,,9,100
,5,,,$69.99,,X-Large,Dog Travel & Car,,"78
________________________x_64.25
____________________________x_0.5inches",,,Petego,107199,,,,polyester,None,,None,,,,,,"Petego Hammock Bench Seat Protector, Anthracite",,,"medium,_large,_giant,_all_breeds",9,100
,4,,,$53.99,,None,Dog Travel & Car,,"16
________________________x_52
____________________________x_1inches",,,Kurgo,66788,,,,,23,,$59.99,,,,,,Kurgo Backseat Bridge,,,"extra_small,_small,_medium,_large,_giant",9,77
,3.7,,,$20.08,,Large,Dog Travel & Car,,"16.25
________________________x_8.5
____________________________x_5inches",,,Popware for Pets,83763,,,,silicone,None,,$24.99,,,"portable,_elevated",,,"Popware for Pets Double Elevated Pet Bowls, Gray/Green",,,"large,_medium",9,67
,4.9,,,$36.75,,None,Dog Travel & Car,,,,,Bergan,72037,,,coastal_pet_products,,18,,$59.99,,,,,united_states,"Bergan Voyager Carrier, Medium/Large",,,,9,100
,4.6,,,$17.99,,None,Dog Travel & Car,,,,,Kurgo,66798,,,,plastic,None,,$19.99,,,,,,Kurgo Carrier Keeper Strap,,,,9,86
,4.5,,,$85.79,,None,Dog Travel & Car,,"16
________________________x_13.5
____________________________x_22inches",,,Pet Gear,64480,,,,,19,,$124.99,,,,,,Pet Gear I-GO Plus Traveler,,,,9,95
,4.7,,,$10.35,,None,Dog Travel & Car,,"12
________________________x_12
____________________________x_13inches",,,Bergan,54828,,,coastal_pet_products,plastic,None,,$18.99,,,,,united_states,"Bergan Travel Feeder, 5-lb storage",,,,9,100
,4.5,,,$39.99,,None,Dog Travel & Car,,,,,Bergan,93471,,,coastal_pet_products,,None,,$49.99,,,,,united_states,Bergan Mid/Large Bench Car Seat Protector,,,"extra_small,_small,_medium,_large,_giant",9,100
,4.2,,,$14.95,,None,Dog Travel & Car,,,,,Planet Dog,68301,,,,canvas,12,,None,,,,,,Planet Dog On the Go Snack Sack,,,,9,83
,4.6,,,$52.49,,None,Dog Travel & Car,,"14
________________________x_9
____________________________x_19inches",,,Pet Gear,66352,,,,,32,,$79.99,,,,,,Pet Gear I-GO2 Escort,,,,9,100
,4,,,$69.99,,X-Large,Dog Travel & Car,,"78
________________________x_64.25
____________________________x_0.5inches",,,Petego,107202,,,,,None,,$118.75,,,,,,"Petego Hammock Bench Seat Protector, Black",,,"medium,_large,_giant,_all_breeds",9,100
