DomesticG,RDate,PBudget,WorldwideG,Title
"$28,782,481",12/25/2015,"$100,000,000","$128,131,571",Point Break
"$25,020,758",12/11/2015,"$100,000,000","$90,420,758",In the Heart of the Sea
"$23,022,309",4/18/2014,"$100,000,000","$103,039,258",Transcendence
"$17,018,422",2/18/2005,"$100,000,000","$59,918,422",Son of the Mask
"$4,411,102",8/16/2002,"$100,000,000","$7,094,995",The Adventures of Pluto Nash
"$311,434",12/21/2011,"$100,000,000","$93,721,434",Jin lng sh san chai
"$130,178,411",11/6/2015,"$99,000,000","$244,778,411",The Peanuts Movie
"$202,007,640",5/4/2001,"$98,000,000","$435,040,395",The Mummy Returns
"$77,730,500",12/20/2002,"$97,000,000","$183,124,621",Gangs of New York
"$201,151,353",3/13/2015,"$95,000,000","$534,551,353",Cinderella
"$161,321,843",7/13/2012,"$95,000,000","$879,765,137",Ice Age: Continental Drift
"$108,638,745",12/28/2001,"$95,000,000","$159,691,085",Black Hawk Down
"$95,347,692",5/27/2010,"$95,000,000","$294,680,778",Sex and the City 2
"$88,768,303",2/12/2010,"$95,000,000","$223,050,874",Percy Jackson & the Olympians: The Lightning Thief
"$86,907,746",8/10/2012,"$95,000,000","$104,907,746",The Campaign
"$81,562,942",11/12/2010,"$95,000,000","$169,511,609",Unstoppable
"$63,570,862",5/9/1997,"$95,000,000","$263,900,000",The Fifth Element
"$50,802,661",3/31/2000,"$95,000,000","$65,700,000",The Road to El Dorado
"$44,114,232",12/11/2009,"$95,000,000","$94,894,448",The Lovely Bones
"$26,410,477",8/19/2016,"$95,000,000","$88,725,100",Ben-Hur
"$17,223,265",2/6/2015,"$95,000,000","$110,623,265",Seventh Son
"$380,529,370",5/30/2003,"$94,000,000","$936,429,370",Finding Nemo
"$377,845,905",12/17/2003,"$94,000,000","$1,141,403,341",The Lord of the Rings: The Return of the King
"$342,548,984",12/18/2002,"$94,000,000","$934,699,645",The Lord of the Rings: The Two Towers
"$131,144,183",6/15/2001,"$94,000,000","$273,330,185",Lara Croft: Tomb Raider
"$128,261,724",2/13/2015,"$94,000,000","$404,561,724",Kingsman: The Secret Service
"$181,166,115",7/18/2001,"$93,000,000","$365,900,000",Jurassic Park III
"$176,760,185",8/5/2011,"$93,000,000","$482,860,185",Rise of the Planet of the Apes
"$71,195,053",2/14/2008,"$92,500,000","$162,839,667",The Spiderwick Chronicles
"$261,441,092",11/5/2004,"$92,000,000","$614,726,752",The Incredibles
"$67,349,198",2/14/2013,"$92,000,000","$304,249,198",A Good Day to Die Hard
"$22,406,362",4/9/2004,"$92,000,000","$23,911,362",The Alamo
"$10,017,322",12/22/1995,"$92,000,000","$18,517,322",Cutthroat Island
"$58,236,838",12/25/2013,"$91,000,000","$188,536,838",The Secret Life of Walter Mitty
"$250,690,539",7/1/1997,"$90,000,000","$587,790,539",Men in Black
"$245,852,179",11/19/1999,"$90,000,000","$511,358,276",Toy Story 2
"$226,164,286",8/3/2001,"$90,000,000","$347,425,832",Rush Hour 2
"$209,028,679",12/25/2009,"$90,000,000","$498,438,212",Sherlock Holmes
"$196,573,705",7/1/2009,"$90,000,000","$859,701,857",Ice Age: Dawn of the Dinosaurs
"$155,464,351",7/21/2000,"$90,000,000","$288,693,989",What Lies Beneath
"$143,619,809",4/15/2011,"$90,000,000","$487,519,809",Rio
"$132,384,315",10/6/2006,"$90,000,000","$289,660,619",The Departed
"$125,305,545",11/3/2000,"$90,000,000","$259,736,090",Charlie's Angels
"$120,620,254",6/19/1998,"$90,000,000","$303,500,000",Mulan
"$110,461,307",8/13/2008,"$90,000,000","$191,091,250",Tropic Thunder
"$102,515,793",12/20/2011,"$90,000,000","$239,373,970",The Girl with the Dragon Tattoo
"$100,920,329",7/11/1997,"$90,000,000","$165,900,000",Contact
"$100,018,837",6/6/2008,"$90,000,000","$202,910,991",You Don't Mess With the Zohan
"$100,012,499",5/19/1995,"$90,000,000","$366,101,666",Die Hard: With a Vengeance
"$93,427,848",9/23/2016,"$90,000,000","$159,762,983",The Magnificent Seven
"$85,886,987",12/18/2015,"$90,000,000","$235,296,080",Alvin and the Chipmunks: The Road Chip
"$84,052,762",6/8/2001,"$90,000,000","$186,049,020",Atlantis: The Lost Empire
"$83,077,762",12/25/2008,"$90,000,000","$203,902,107",Valkyrie
"$78,747,585",7/24/2015,"$90,000,000","$244,126,300",Pixels
"$78,616,689",6/29/2001,"$90,000,000","$235,900,000",Artificial Intelligence: AI
"$75,817,994",11/26/2003,"$90,000,000","$155,750,628",The Haunted Mansion
"$73,209,340",8/4/2000,"$90,000,000","$191,200,000",Hollow Man
"$72,708,161",4/22/2005,"$90,000,000","$162,753,837",The Interpreter
"$68,559,554",8/7/2013,"$90,000,000","$200,859,554",Percy Jackson: Sea of Monsters
"$65,653,758",7/25/2003,"$90,000,000","$157,092,943",Lara Croft: Tomb Raider: The Cradle of Life
"$65,075,540",6/10/2016,"$90,000,000","$328,675,540",Now You See Me 2
"$62,362,560",11/21/2001,"$90,000,000","$143,049,560",Spy Game
"$61,363,304",4/4/1997,"$90,000,000","$169,400,000",The Saint
"$60,874,615",3/10/2000,"$90,000,000","$106,000,000",Mission to Mars
"$58,220,776",12/17/1999,"$90,000,000","$87,420,776",Bicentennial Man
"$51,877,963",7/7/2004,"$90,000,000","$203,877,963",King Arthur
"$47,546,796",4/25/1997,"$90,000,000","$120,100,000",Volcano
"$42,885,593",3/26/1997,"$90,000,000","$140,900,000",The Devil's Own
"$35,168,966",7/19/2002,"$90,000,000","$65,716,126",K-19: The Widowmaker
"$21,295,021",8/19/2011,"$90,000,000","$63,356,133",Conan the Barbarian
"$20,377,913",10/21/2011,"$90,000,000","$139,877,913",The Three Musketeers
"$4,997,470",4/21/2017,"$90,000,000","$4,997,470",The Promise
"$195,459",11/24/2010,"$90,000,000","$20,466,016",The Nutcracker in 3D
"$241,688,385",5/10/1996,"$88,000,000","$495,700,000",Twister
"$61,649,911",6/3/2005,"$88,000,000","$105,021,488",Cinderella Man
"$154,696,080",7/8/2005,"$87,500,000","$330,717,080",Fantastic Four
"$165,092,266",2/9/2001,"$87,000,000","$350,100,280",Hannibal
"$120,277,854",7/25/2003,"$86,000,000","$148,715,342",Seabiscuit
"$233,632,142",12/22/2000,"$85,000,000","$427,230,516",Cast Away
"$198,000,317",11/17/2006,"$85,000,000","$385,000,317",Happy Feet
"$183,417,150",12/7/2001,"$85,000,000","$450,728,529",Ocean's Eleven
"$176,087,450",7/23/2004,"$85,000,000","$288,587,450",The Bourne Supremacy
"$172,956,409",7/25/1997,"$85,000,000","$315,268,353",Air Force One
"$155,064,265",4/3/2009,"$85,000,000","$363,064,265",Fast & Furious
"$154,529,439",3/14/2008,"$85,000,000","$299,477,886",Horton Hears a Who
"$150,947,895",3/21/2014,"$85,000,000","$276,014,965",Divergent
"$148,313,048",9/28/2012,"$85,000,000","$378,505,812",Hotel Transylvania
"$127,706,877",11/21/2007,"$85,000,000","$340,384,141",Enchanted
"$126,181,630",2/10/2012,"$85,000,000","$208,542,162",Safe House
"$119,725,280",7/20/2007,"$85,000,000","$185,708,462",I Now Pronounce You Chuck and Larry
"$117,144,465",6/8/2007,"$85,000,000","$311,744,465",Ocean's Thirteen
"$112,735,375",12/25/2009,"$85,000,000","$224,614,744",Its Complicated
"$111,549,836",11/20/1998,"$85,000,000","$250,649,836",Enemy of the State
"$85,105,259",9/29/2006,"$85,000,000","$191,932,158",Open Season
"$78,046,570",11/4/2011,"$85,000,000","$153,487,972",Tower Heist
"$66,941,559",11/22/2000,"$85,000,000","$66,941,559",102 Dalmatians
"$64,935,167",3/30/2012,"$85,000,000","$173,613,482",Mirror Mirror
"$63,280,000",12/8/2006,"$85,000,000","$205,190,324",The Holiday
"$62,615,510",6/16/2006,"$85,000,000","$157,794,205",The Fast and the Furious: Tokyo Drift
"$57,010,853",12/9/2005,"$85,000,000","$161,510,853",Memoirs of a Geisha
"$51,396,781",3/16/2001,"$85,000,000","$96,971,293",Enemy at the Gates
"$50,016,394",6/18/1993,"$85,000,000","$137,298,489",Last Action Hero
"$47,641,743",9/26/2003,"$85,000,000","$80,831,893",The Rundown
"$46,462,469",11/23/2011,"$85,000,000","$149,717,124",Arthur Christmas
"$45,539,292",7/30/2010,"$85,000,000","$114,979,922",Cats & Dogs: The Revenge of Kitty Galore
"$44,898,413",1/20/2017,"$85,000,000","$345,114,933",xXx: Return of Xander Cage
"$44,650,003",11/13/1998,"$85,000,000","$44,650,003",Meet Joe Black
"$40,048,332",2/8/2002,"$85,000,000","$78,353,508",Collateral Damage
"$37,948,765",3/15/2002,"$85,000,000","$78,948,765",Showtime
"$34,687,912",6/30/1995,"$85,000,000","$113,487,912",Judge Dredd
"$33,080,084",3/2/2007,"$85,000,000","$83,080,084",Zodiac
"$31,611,316",8/13/2010,"$85,000,000","$48,056,764",Scott Pilgrim vs. The World
"$31,111,260",3/28/2003,"$85,000,000","$74,132,631",The Core
"$28,681,080",5/9/1997,"$85,000,000","$35,681,080",Father's Day
"$153,294,164",6/14/2002,"$84,000,000","$276,294,164",Scooby-Doo
"$123,307,945",7/28/2000,"$84,000,000","$166,307,945",Nutty Professor II: The Klumps
"$53,262,560",7/19/2013,"$84,000,000","$137,162,560",RED 2
"$137,355,633",6/23/2006,"$82,500,000","$237,685,089",Click
"$82,985,708",12/15/2006,"$82,500,000","$143,985,708",Charlotte's Web
"$81,168,265",2/14/2008,"$82,500,000","$223,636,949",Jumper
"$75,986,503",7/11/2008,"$82,500,000","$160,388,063",Hellboy II: The Golden Army
"$158,119,460",5/27/2005,"$82,000,000","$190,320,568",The Longest Yard
"$103,068,524",8/13/2010,"$82,000,000","$268,268,174",The Expendables
"$34,543,701",11/17/2000,"$82,000,000","$96,024,898",The 6th Day
"$242,704,995",5/23/2003,"$81,000,000","$484,468,608",Bruce Almighty
"$408,010,692",3/23/2012,"$80,000,000","$677,923,379",The Hunger Games
"$254,464,305",5/26/2011,"$80,000,000","$586,464,305",The Hangover Part II
"$180,981,886",5/21/1996,"$80,000,000","$457,697,994",Mission: Impossible
"$174,335,669",2/10/2017,"$80,000,000","$304,880,092",The Lego Batman Movie
"$169,700,110",9/25/2015,"$80,000,000","$470,751,398",Hotel Transylvania 2
"$162,833,635",6/18/1992,"$80,000,000","$266,824,291",Batman Returns
"$155,385,488",5/7/1999,"$80,000,000","$416,385,488",The Mummy
"$155,019,340",5/19/2006,"$80,000,000","$343,397,247",Over the Hedge
"$145,771,527",6/21/2002,"$80,000,000","$245,800,000",Lilo & Stitch
"$140,464,664",5/8/1998,"$80,000,000","$349,464,664",Deep Impact
"$133,668,525",7/12/2013,"$80,000,000","$247,023,808",Grown Ups 2
"$133,107,389",12/16/2011,"$80,000,000","$349,088,523",Alvin and the Chipmunks: Chipwrecked
"$130,319,208",6/20/2008,"$80,000,000","$226,739,416",Get Smart
"$128,200,012",3/11/2005,"$80,000,000","$260,700,012",Robots
"$128,012,934",2/19/2010,"$80,000,000","$299,461,782",Shutter Island
"$124,685,242",12/12/2003,"$80,000,000","$266,685,242",Something's Gotta Give
"$120,146,040",11/26/2008,"$80,000,000","$168,311,558",Four Christmases
"$112,276,146",6/27/1997,"$80,000,000","$241,200,000",Face/Off
"$110,101,975",12/25/2008,"$80,000,000","$221,468,935",Bedtime Stories
"$104,054,514",7/12/2002,"$80,000,000","$183,354,514",Road to Perdition
"$103,028,109",2/11/2011,"$80,000,000","$214,974,953",Just Go With It
"$102,543,518",2/14/2003,"$80,000,000","$182,782,518",Daredevil
"$101,440,743",9/26/2008,"$80,000,000","$178,066,569",Eagle Eye
"$101,117,573",6/6/1997,"$80,000,000","$224,117,573",Con Air
"$100,246,011",12/17/2010,"$80,000,000","$204,774,690",Yogi Bear
"$95,632,614",12/25/2003,"$80,000,000","$165,173,909",Cold Mountain
"$94,835,059",1/15/2010,"$80,000,000","$158,750,817",The Book of Eli
"$92,993,801",11/26/1997,"$80,000,000","$177,993,801",Flubber
"$91,188,905",7/23/1999,"$80,000,000","$180,188,905",The Haunting
"$90,463,534",11/15/1996,"$80,000,000","$250,200,000",Space Jam
"$85,755,593",10/17/2014,"$80,000,000","$211,755,593",Fury
"$82,226,474",2/10/2006,"$80,000,000","$158,926,474",The Pink Panther
"$80,360,866",7/8/2011,"$80,000,000","$170,805,525",Zookeeper
"$79,366,978",12/12/2008,"$80,000,000","$233,066,978",The Day the Earth Stood Still
"$76,118,990",8/8/1997,"$80,000,000","$142,783,718",Conspiracy Theory
"$74,339,294",6/12/1998,"$80,000,000","$164,800,000","Six Days, Seven Nights"
"$73,215,310",5/24/2002,"$80,000,000","$106,515,310",Spirit: Stallion of the Cimarron
"$69,772,969",6/8/2001,"$80,000,000","$147,080,413",Swordfish
"$69,117,629",4/3/1998,"$80,000,000","$136,047,317",Lost In Space
"$65,948,711",7/30/2004,"$80,000,000","$96,148,711",The Manchurian Candidate
"$64,038,616",11/22/2006,"$80,000,000","$181,038,616",Dj Vu
"$63,313,159",6/24/2005,"$80,000,000","$131,159,306",Bewitched
"$60,507,228",1/1/2000,"$80,000,000","$60,507,228",Fantasia 2000 (IMAX)
"$56,684,819",3/8/2002,"$80,000,000","$98,983,590",The Time Machine
"$55,485,043",10/2/1998,"$80,000,000","$71,485,043",What Dreams May Come
"$50,632,037",12/25/1998,"$80,000,000","$50,632,037",Mighty Joe Young
"$45,575,336",10/28/2005,"$80,000,000","$141,475,336",The Legend of Zorro
"$39,442,871",11/10/2000,"$80,000,000","$58,270,391",Little Nicky
"$38,577,772",9/25/2009,"$80,000,000","$119,668,350",Surrogates
"$38,311,134",6/8/2001,"$80,000,000","$98,341,932",Evolution
"$37,899,638",8/26/2005,"$80,000,000","$105,299,638",The Brothers Grimm
"$37,771,017",12/13/1996,"$80,000,000","$101,371,017",Mars Attacks!
"$37,384,046",4/14/2006,"$80,000,000","$99,010,667",The Wild
"$36,076,121",12/20/2013,"$80,000,000","$130,580,730",Walking with Dinosaurs
"$34,566,746",12/22/2000,"$80,000,000","$66,554,547",Thirteen Days
"$32,908,290",12/6/1996,"$80,000,000","$158,908,290",Daylight
"$27,367,660",10/23/2015,"$80,000,000","$131,234,406",The Last Witch Hunter
"$23,169,033",2/21/2014,"$80,000,000","$108,469,033",Pompeii
"$21,471,685",5/12/2000,"$80,000,000","$29,725,663",Battlefield Earth: A Saga of the Year 3000
"$20,950,820",11/14/2003,"$80,000,000","$54,540,662",Looney Tunes: Back in Action
"$19,676,965",12/18/2009,"$80,000,000","$53,508,858",Nine
"$19,480,739",11/26/2003,"$80,000,000","$26,703,184",Timeline
"$19,422,319",4/22/2010,"$80,000,000","$86,787,530",Oceans
"$18,319,860",11/25/1998,"$80,000,000","$69,131,860",Babe: Pig in the City
"$17,650,704",12/25/1997,"$80,000,000","$20,841,123",The Postman
"$17,480,890",11/10/2000,"$80,000,000","$33,463,969",Red Planet
"$15,132,763",12/15/2006,"$80,000,000","$113,325,743",Arthur et les Minimoys
"$15,074,191",8/17/2007,"$80,000,000","$40,147,042",The Invasion
"$9,103,630",6/16/2000,"$80,000,000","$9,103,630",Fantasia 2000 (Theatrical Release)
"$1,900,451",9/2/2005,"$80,000,000","$6,300,451",A Sound of Thunder
$0,12/31/2015,"$80,000,000","$4,547,660","Don Gato, el inicio de la pandilla"
"$422,780,140",6/15/1994,"$79,300,000","$987,480,140",The Lion King
"$103,860,290",2/10/2012,"$79,000,000","$318,146,162",Journey 2: The Mysterious Island
"$74,158,157",11/11/2011,"$79,000,000","$150,519,217",Jack and Jill
"$170,708,996",12/21/2001,"$78,000,000","$317,668,058",A Beautiful Mind
"$119,793,567",9/27/2013,"$78,000,000","$274,392,649",Cloudy with a Chance of Meatballs 2
"$92,955,420",10/4/2002,"$78,000,000","$206,455,420",Red Dragon
"$67,286,731",3/5/2004,"$78,000,000","$108,086,731",Hidalgo
"$66,465,204",7/11/2003,"$78,000,000","$179,265,204",The League of Extraordinary Gentlemen
"$41,814,863",8/20/2004,"$78,000,000","$43,957,541",Exorcist: The Beginning
$0,12/31/2012,"$77,600,000","$60,680,125",Astrix et Oblix: Au service de Sa Majest 
"$1,311,213",2/12/2016,"$77,500,000","$90,905,178",The Little Prince
"$368,065,385",7/3/2013,"$76,000,000","$975,216,835",Despicable Me 2
"$127,120,058",6/6/2003,"$76,000,000","$236,410,607",2 Fast 2 Furious
"$35,552,383",12/25/2006,"$76,000,000","$69,845,011",Children of Men
"$26,000,610",6/30/2000,"$76,000,000","$35,129,610",The Adventures of Rocky & Bullwinkle
"$368,384,330",7/8/2016,"$75,000,000","$875,958,308",The Secret Life of Pets
"$306,169,255",7/2/1996,"$75,000,000","$817,400,878",Independence Day
"$270,284,620",12/21/2016,"$75,000,000","$626,701,048",Sing
"$229,086,679",5/22/1997,"$75,000,000","$618,638,999",The Lost World: Jurassic Park
"$195,330,621",3/31/2006,"$75,000,000","$651,899,282",Ice Age: The Meltdown
"$193,595,521",5/27/2005,"$75,000,000","$556,559,566",Madagascar
"$162,001,186",6/25/2010,"$75,000,000","$272,223,430",Grown Ups
"$161,412,000",10/1/2004,"$75,000,000","$371,917,043",Shark Tale
"$157,299,717",7/14/2000,"$75,000,000","$296,339,717",X-Men
"$134,508,551",6/27/2008,"$75,000,000","$342,416,460",Wanted
"$134,069,511",6/7/1996,"$75,000,000","$336,069,511",The Rock
"$120,776,832",2/13/2004,"$75,000,000","$196,324,496",50 First Dates
"$118,871,849",7/20/2007,"$75,000,000","$203,035,572",Hairspray
"$117,723,989",5/31/2013,"$75,000,000","$351,723,989",Now You See Me
"$103,365,956",12/15/2006,"$75,000,000","$155,708,695",Dreamgirls
"$97,387,965",7/23/1999,"$75,000,000","$97,387,965",Inspector Gadget
"$83,504,017",11/11/2011,"$75,000,000","$211,562,435",Immortals
"$77,073,959",6/18/2004,"$75,000,000","$218,673,959",The Terminal
"$75,976,178",2/18/2005,"$75,000,000","$221,594,911",Constantine
"$73,661,010",7/21/2006,"$75,000,000","$141,267,370",Monster House
"$68,473,360",12/8/2000,"$75,000,000","$213,500,000",Vertical Limit
"$66,661,095",12/21/2007,"$75,000,000","$119,512,771",Charlie Wilson's War
"$64,062,587",4/16/1999,"$75,000,000","$73,521,587",Life
"$55,849,401",3/4/2005,"$75,000,000","$94,944,017",Be Cool
"$47,379,090",12/23/2005,"$75,000,000","$131,492,772",Munich
"$47,059,963",6/4/2010,"$75,000,000","$95,572,749",Killers
"$45,445,109",8/14/2015,"$75,000,000","$105,445,109",The Man From U.N.C.L.E.
"$43,632,458",3/7/2003,"$75,000,000","$85,632,458",Tears of the Sun
"$42,285,169",7/21/2006,"$75,000,000","$72,785,169",Lady in the Water
"$42,044,321",12/17/2004,"$75,000,000","$54,344,321",Spanglish
"$41,523,271",10/12/2001,"$75,000,000","$71,523,271",Bandits
"$39,251,128",12/17/1999,"$75,000,000","$39,251,128",Anna and the King
"$37,361,412",7/7/1995,"$75,000,000","$127,361,412",First Knight
"$36,392,502",3/25/2011,"$75,000,000","$89,758,389",Sucker Punch
"$34,636,443",3/11/2005,"$75,000,000","$77,636,443",Hostage
"$34,355,263",10/28/2016,"$75,000,000","$219,572,877",Inferno
"$30,207,785",6/13/2003,"$75,000,000","$50,409,753",Hollywood Homicide
"$22,751,979",6/16/2000,"$75,000,000","$36,751,979",Titan A.E.
"$21,009,180",12/17/2004,"$75,000,000","$34,009,180",Flight of the Phoenix
"$14,623,082",10/23/1998,"$75,000,000","$14,623,082",Soldier
"$14,010,690",1/15/1999,"$75,000,000","$30,626,690",Virus
"$5,409,517",2/23/2001,"$75,000,000","$5,409,517",Monkeybone
"$336,045,770",7/10/2015,"$74,000,000","$1,167,245,366",Minions
"$162,994,032",2/6/2015,"$74,000,000","$311,594,032",The SpongeBob Movie: Sponge Out of Water
"$94,999,143",11/22/2000,"$73,243,106","$248,099,143",Unbreakable
"$148,213,377",8/4/2006,"$73,000,000","$162,870,525",Talladega Nights: The Ballad of Ricky Bobby
"$107,509,366",5/20/2016,"$73,000,000","$349,334,510",The Angry Birds Movie
"$55,591,409",8/7/1998,"$73,000,000","$103,891,409",Snake Eyes
"$37,068,294",2/13/1998,"$73,000,000","$50,168,294",Sphere
"$183,135,014",7/27/2007,"$72,500,000","$527,071,022",The Simpsons Movie
"$70,231,041",2/8/2008,"$72,500,000","$109,362,966",Fool's Gold
"$51,855,045",7/31/2009,"$72,500,000","$71,880,305",Funny People
"$47,467,250",9/28/2007,"$72,500,000","$86,509,602",The Kingdom
"$112,950,721",6/22/2001,"$72,000,000","$176,101,721",Doctor Dolittle 2
"$75,545,647",5/24/1995,"$72,000,000","$209,045,604",Braveheart
"$62,647,540",11/4/2005,"$72,000,000","$96,947,540",Jarhead
"$32,616,869",4/27/2001,"$72,000,000","$54,616,869",Driven
"$27,796,042",12/21/2001,"$72,000,000","$37,306,334",The Majestic
"$19,176,754",6/25/2004,"$72,000,000","$62,176,754",Two Brothers
"$114,197,520",7/30/2004,"$71,682,975","$257,641,634",The Village
"$144,156,605",6/26/1998,"$71,500,000","$294,156,605",Doctor Dolittle
"$227,969,295",8/2/2002,"$70,702,619","$408,269,295",Signs
"$441,226,247",5/19/2004,"$70,000,000","$937,008,132",Shrek 2
"$244,082,982",6/9/2006,"$70,000,000","$461,651,246",Cars
